t_offset_ms,rr_interval_ms,bpm_instantane
521792,687,87
522479,739,81
523217,791,76
524009,778,77
524787,771,78
525558,758,79
526316,756,79
527072,711,84
527783,721,83
528504,704,85
529208,698,86
529906,696,86
530602,684,88
531286,669,90
531955,667,90
532622,655,92
533277,661,91
533938,647,93
534585,658,91
535243,656,91
535899,668,90
536567,670,90
537237,692,87
537929,705,85
538634,697,86
539331,698,86
540029,692,87
540721,678,88
541399,675,89
542074,664,90
542738,666,90
543404,655,92
544059,655,92
544714,657,91
545371,657,91
546028,647,93
546675,656,91
547331,649,92
547980,666,90
548646,667,90
549313,670,90
549983,671,89
550654,684,88
551338,693,87
552031,707,85
552738,720,83
553458,713,84
554171,733,82
554904,720,83
555624,694,86
556318,681,88
556999,672,89
557671,656,91
558327,642,93
558969,639,94
559608,641,94
560249,640,94
560889,646,93
561535,664,90
562199,669,90
562868,665,90
563533,694,86
564227,688,87
564915,671,89
565586,684,88
566270,682,88
566952,668,90
567620,667,90
568287,661,91
568948,663,90
569611,655,92
570266,661,91
570927,652,92
571579,663,90
572242,665,90
572907,678,88
573585,680,88
574265,700,86
574965,688,87
575653,706,85
576359,701,86
577060,709,85
577769,727,83
578496,733,82
579229,752,80
579981,738,81
580719,714,84
581433,704,85
582137,683,88
582820,680,88
583500,685,88
584185,690,87
584875,697,86
585572,702,85
586274,723,83
586997,706,85
587703,729,82
588432,803,75
589235,779,77
590014,771,78
590785,783,77
591568,768,78
592336,744,81
593080,710,85
593790,673,89
594463,680,88
595143,658,91
595801,663,90
596464,688,87
597152,748,80
597900,832,72
598732,889,67
599621,843,71
600464,843,71
601307,856,70
602163,838,72
603001,796,75
603797,754,80
604551,733,82
605284,714,84
605998,690,87
606688,709,85
607397,715,84
608112,749,80
608861,768,78
609629,819,73
610448,842,71
611290,799,75
612089,794,76
612883,780,77
613663,723,83
614386,732,82
615118,706,85
615824,678,88
616502,683,88
617185,683,88
617868,695,86
618563,710,85
619273,713,84
619986,733,82
620719,726,83
621445,719,83
622164,709,85
622873,706,85
623579,705,85
624284,711,84
624995,724,83
625719,712,84
626431,706,85
627137,696,86
627833,690,87
628523,698,86
629221,701,86
629922,691,87
630613,689,87
631302,722,83
632024,762,79
632786,777,77
633563,752,80
634315,717,84
635032,703,85
635735,686,87
636421,673,89
637094,684,88
637778,698,86
638476,753,80
639229,756,79
639985,771,78
640756,762,79
641518,736,82
642254,711,84
642965,690,87
643655,678,88
644333,670,90
645003,673,89
645676,681,88
646357,675,89
647032,683,88
647715,727,83
648442,760,79
649202,761,79
649963,788,76
650751,809,74
651560,753,80
652313,736,82
653049,697,86
653746,685,88
654431,667,90
655098,679,88
655777,665,90
656442,654,92
657096,642,93
657738,642,93
658380,1244,48
659624,614,98
660238,617,97
660855,620,97
661475,615,98
662090,624,96
662714,623,96
663337,618,97
663955,627,96
664582,628,96
665210,645,93
665855,654,92
666509,670,90
667179,669,90
667848,664,90
668512,658,91
669170,658,91
669828,670,90
670498,668,90
671166,663,90
671829,665,90
672494,694,86
673188,755,79
673943,785,76
674728,779,77
675507,765,78
676272,732,82
677004,722,83
677726,709,85
678435,699,86
679134,698,86
679832,760,79
680592,805,75
681397,853,70
682250,823,73
683073,771,78
683844,757,79
684601,730,82
685331,706,85
686037,717,84
686754,772,78
687526,820,73
688346,870,69
689216,895,67
690111,897,67
691008,838,72
691846,828,72
692674,805,75
693479,786,76
694265,761,79
695026,734,82
695760,732,82
696492,768,78
697260,847,71
698107,872,69
698979,818,73
699797,797,75
700594,778,77
701372,741,81
702113,717,84
702830,701,86
703531,700,86
704231,706,85
704937,760,79
705697,775,77
706472,764,79
707236,763,79
707999,758,79
708757,751,80
709508,732,82
710240,728,82
710968,709,85
711677,694,86
712371,696,86
713067,700,86
713767,698,86
714465,717,84
715182,731,82
715913,759,79
716672,771,78
717443,789,76
718232,784,77
719016,768,78
719784,740,81
720524,713,84
721237,685,88
721922,682,88
722604,682,88
723286,670,90
723956,665,90
724621,660,91
725281,656,91
725937,657,91
726594,648,93
727242,640,94
727882,630,95
728512,633,95
729145,633,95
729778,632,95
730410,630,95
731040,640,94
731680,645,93
732325,646,93
732971,648,93
733619,646,93
734265,641,94
734906,642,93
735548,638,94
736186,634,95
736820,633,95
737453,636,94
738089,638,94
738727,641,94
739368,647,93
740015,646,93
740661,646,93
741307,646,93
741953,647,93
742600,647,93
743247,643,93
743890,646,93
744536,639,94
745175,643,93
745818,637,94
746455,632,95
747087,621,97
747708,619,97
748327,614,98
748941,609,99
749550,611,98
750161,616,97
750777,622,96
751399,630,95
752029,635,94
752664,644,93
753308,654,92
753962,670,90
754632,695,86
755327,799,75
756126,797,75
756923,769,78
757692,733,82
758425,690,87
759115,670,90
759785,646,93
760431,640,94
761071,637,94
761708,665,90
762373,736,82
763109,759,79
763868,727,83
764595,713,84
765308,697,86
766005,689,87
766694,669,90
767363,660,91
768023,673,89
768696,695,86
769391,701,86
770092,727,83
770819,768,78
771587,850,71
772437,893,67
773330,836,72
774166,791,76
774957,749,80
775706,714,84
776420,695,86
777115,696,86
777811,727,83
778538,864,69
779402,1041,58
780443,1041,58
781484,940,64
782424,906,66
783330,855,70
784185,775,77
784960,734,82
785694,733,82
786427,754,80
787181,799,75
787980,813,74
788793,803,75
789596,783,77
790379,731,82
791110,727,83
791837,702,85
792539,686,87
793225,670,90
793895,652,92
794547,655,92
795202,641,94
795843,626,96
796469,628,96
797097,624,96
797721,629,95
798350,640,94
798990,645,93
799635,648,93
800283,657,91
800940,676,89
801616,675,89
802291,667,90
802958,676,89
803634,669,90
804303,653,92
804956,656,91
805612,648,93
806260,642,93
806902,637,94
807539,638,94
808177,643,93
808820,671,89
809491,696,86
810187,691,87
810878,693,87
811571,717,84
812288,710,85
812998,682,88
813680,697,86
814377,657,91
815034,664,90
815698,650,92
816348,638,94
816986,631,95
817617,625,96
818242,623,96
818865,608,99
819473,616,97
820089,608,99
820697,611,98
821308,620,97
821928,632,95
822560,640,94
823200,688,87
823888,748,80
824636,833,72
825469,848,71
826317,857,70
827174,857,70
828031,847,71
828878,867,69
829745,846,71
830591,813,74
831404,820,73
832224,833,72
833057,810,74
833867,800,75
834667,825,73
835492,869,69
836361,852,70
837213,895,67
838108,943,64
839051,916,66
839967,904,66
840871,856,70
841727,862,70
842589,867,69
843456,828,72
844284,791,76
845075,807,74
845882,874,69
846756,900,67
847656,938,64
848594,1004,60
849598,994,60
850592,916,66
851508,914,66
852422,903,66
853325,954,63
854279,957,63
855236,886,68
856122,840,71
856962,814,74
857776,815,74
858591,825,73
859416,900,67
860316,896,67
861212,847,71
862059,807,74
862866,793,76
863659,762,79
864421,757,79
865178,745,81
865923,723,83
866646,722,83
867368,706,85
868074,688,87
868762,678,88
869440,681,88
870121,704,85
870825,704,85
871529,711,84
872240,703,85
872943,752,80
873695,806,74
874501,884,68
875385,906,66
876291,968,62
877259,941,64
878200,897,67
879097,904,66
880001,906,66
880907,868,69
881775,890,67
882665,966,62
883631,961,62
884592,1026,58
885618,1027,58
886645,937,64
887582,896,67
888478,846,71
889324,828,72
890152,812,74
890964,779,77
891743,827,73
892570,826,73
893396,834,72
894230,846,71
895076,855,70
895931,805,75
896736,803,75
897539,766,78
898305,737,81
899042,724,83
899766,717,84
900483,704,85
901187,692,87
901879,677,89
902556,684,88
903240,685,88
903925,679,88
904604,677,89
905281,668,90
905949,661,91
906610,666,90
907276,663,90
907939,669,90
908608,683,88
909291,729,82
910020,795,75
910815,865,69
911680,917,65
912597,897,67
913494,852,70
914346,836,72
915182,831,72
916013,813,74
916826,842,71
917668,863,70
918531,872,69
919403,960,62
920363,958,63
921321,889,67
922210,904,66
923114,885,68
923999,866,69
924865,838,72
925703,822,73
926525,802,75
927327,765,78
928092,785,76
928877,802,75
929679,802,75
930481,785,76
931266,772,78
932038,761,79
932799,769,78
933568,765,78
934333,798,75
935131,811,74
935942,831,72
936773,851,71
937624,876,68
938500,821,73
939321,804,75
940125,772,78
940897,750,80
941647,727,83
942374,713,84
943087,718,84
943805,715,84
944520,739,81
945259,748,80
946007,791,76
946798,797,75
947595,799,75
948394,781,77
949175,772,78
949947,734,82
950681,737,81
951418,729,82
952147,731,82
952878,740,81
953618,765,78
954383,775,77
955158,775,77
955933,767,78
956700,716,84
957416,727,83
958143,703,85
958846,684,88
959530,678,88
960208,666,90
960874,652,92
961526,647,93
962173,664,90
962837,680,88
963517,733,82
964250,790,76
965040,866,69
965906,947,63
966853,927,65
967780,867,69
968647,807,74
969454,767,78
970221,716,84
970937,682,88
971619,674,89
972293,647,93
972940,639,94
973579,640,94
974219,618,97
974837,620,97
975457,624,96
976081,623,96
976704,615,98
977319,614,98
977933,625,96
978558,618,97
979176,610,98
979786,611,98
980397,615,98
981012,612,98
981624,598,100
982222,604,99
982826,600,100
983426,599,100
984025,596,101
984621,597,101
985218,606,99
985824,613,98
986437,624,96
987061,609,99
987670,622,96
988292,650,92
988942,659,91
989601,658,91
990259,650,92
990909,655,92
991564,643,93
992207,638,94
992845,627,96
993472,627,96
994099,615,98
994714,604,99
995318,601,100
995919,594,101
996513,586,102
997099,586,102
997685,584,103
998269,581,103
998850,586,102
999436,585,103
1000021,584,103
1000605,586,102
1001191,580,103
1001771,581,103
1002352,585,103
1002937,594,101
1003531,606,99
1004137,644,93
1004781,756,79
1005537,751,80
1006288,811,74
1007099,818,73
1007917,756,79
1008673,716,84
1009389,694,86
1010083,676,89
1010759,647,93
1011406,637,94
1012043,630,95
1012673,622,96
1013295,619,97
1013914,617,97
1014531,616,97
1015147,618,97
1015765,619,97
1016384,626,96
1017010,623,96
1017633,639,94
1018272,659,91
1018931,670,90
1019601,677,89
1020278,675,89
1020953,697,86
1021650,684,88
1022334,674,89
1023008,662,91
1023670,664,90
1024334,649,92
1024983,643,93
1025626,632,95
1026258,628,96
1026886,621,97
1027507,618,97
1028125,632,95
1028757,690,87
1029446,703,85
1030150,704,85
1030854,723,83
1031577,756,79
1032333,761,79
1033094,738,81
1033832,727,83
1034559,716,84
1035275,709,85
1035983,694,86
1036678,679,88
1037357,674,89
1038031,657,91
1038688,664,90
1039352,688,87
1040040,757,79
1040797,889,67
1041685,856,70
1042541,872,69
1043414,881,68
1044295,833,72
1045127,785,76
1045913,760,79
1046673,730,82
1047403,721,83
1048124,694,86
1048818,678,88
1049496,670,90
1050166,663,90
1050829,705,85
1051534,732,82
1052266,765,78
1053031,747,80
1053778,766,78
1054544,750,80
1055294,718,84
1056012,729,82
1056741,703,85
1057444,688,87
1058132,674,89
1058806,662,91
1059468,650,92
1060118,670,90
1060788,670,90
1061458,672,89
1062130,693,87
1062823,705,85
1063528,690,87
1064218,706,85
1064924,696,86
1065620,685,88
1066305,677,89
1066982,660,91
1067642,650,92
1068292,642,93
1068934,639,94
1069573,630,95
1070203,630,95
1070833,622,96
1071455,622,96
1072077,620,97
1072697,612,98
1073309,630,95
1073939,626,96
1074565,634,95
1075199,640,94
1075839,646,93
1076485,655,92
1077140,662,91
1077802,649,92
1078451,638,94
1079089,636,94
1079725,630,95
1080355,635,94
1080990,633,95
1081623,627,96
1082250,633,95
1082883,616,97
1083499,618,97
1084117,610,98
1084727,606,99
1085333,611,98
1085944,614,98
1086558,613,98
1087171,608,99
1087779,614,98
1088393,612,98
1089005,616,97
1089621,612,98
1090233,610,98
1090843,609,99
1091452,612,98
1092064,606,99
1092670,606,99
1093276,604,99
1093880,592,101
1094472,599,100
1095071,592,101
1095663,586,102
1096249,588,102
1096837,576,104
1097413,575,104
1097988,576,104
1098564,576,104
1099140,572,105
1099712,567,106
1100279,567,106
1100846,570,105
1101416,577,104
1101993,571,105
1102564,572,105
1103136,569,105
1103705,571,105
1104276,573,105
1104849,567,106
1105416,570,105
1105986,576,104
1106562,571,105
1107133,570,105
1107703,567,106
1108270,569,105
1108839,572,105
1109411,573,105
1109984,576,104
1110560,573,105
1111133,576,104
1111709,587,102
1112296,588,102
1112884,590,102
1113474,603,100
1114077,604,99
1114681,607,99
1115288,612,98
1115900,615,98
1116515,612,98
1117127,613,98
1117740,610,98
1118350,617,97
1118967,620,97
1119587,623,96
1120210,666,90
1120876,736,82
1121612,899,67
1122511,825,73
1123336,762,79
1124098,738,81
1124836,702,85
1125538,695,86
1126233,659,91
1126892,635,94
1127527,639,94
1128166,620,97
1128786,614,98
1129400,616,97
1130016,629,95
1130645,640,94
1131285,641,94
1131926,666,90
1132592,689,87
1133281,673,89
1133954,685,88
1134639,672,89
1135311,675,89
1135986,660,91
1136646,652,92
1137298,650,92
1137948,643,93
1138591,634,95
1139225,633,95
1139858,627,96
1140485,619,97
1141104,619,97
1141723,615,98
1142338,646,93
1142984,645,93
1143629,633,95
1144262,627,96
1144889,620,97
1145509,617,97
1146126,618,97
1146744,623,96
1147367,640,94
1148007,679,88
1148686,719,83
1149405,726,83
1150131,716,84
1150847,726,83
1151573,741,81
1152314,722,83
1153036,693,87
1153729,678,88
1154407,665,90
1155072,666,90
1155738,677,89
1156415,657,91
1157072,657,91
1157729,652,92
1158381,1885,32
1160266,617,97
1160883,600,100
1161483,595,101
1162078,591,102
1162669,584,103
1163253,584,103
1163837,1156,52
1164993,580,103
1165573,582,103
1166155,576,104
1166731,575,104
1167306,582,103
1167888,568,106
1168456,575,104
1169031,573,105
1169604,571,105
1170175,572,105
1170747,566,106
1171313,565,106
1171878,1110,54
1172988,553,108
1173541,554,108
1174095,551,109
1174646,540,111
1175186,542,111
1175728,544,110
1176272,541,111
1176813,534,112
1177347,530,113
1177877,541,111
1178418,538,112
1178956,537,112
1179493,536,112
1180029,537,112
1180566,538,112
1181104,536,112
1181640,533,113
1182173,533,113
1182706,535,112
1183241,535,112
1183776,535,112
1184311,532,113
1184843,532,113
1185375,534,112
1185909,534,112
1186443,534,112
1186977,535,112
1187512,529,113
1188041,534,112
1188575,535,112
1189110,535,112
1189645,532,113
1190177,535,112
1190712,538,112
1191250,533,113
1191783,541,111
1192324,538,112
1192862,533,113
1193395,535,112
1193930,529,113
1194459,527,114
1194986,530,113
1195516,526,114
1196042,525,114
1196567,527,114
1197094,525,114
1197619,520,115
1198139,527,114
1198666,523,115
1199189,525,114
1199714,528,114
1200242,534,112
1200776,531,113
1201307,537,112
1201844,541,111
1202385,532,113
1202917,545,110
1203462,536,112
1203998,532,113
1204530,540,111
1205070,532,113
1205602,535,112
1206137,534,112
1206671,526,114
1207197,533,113
1207730,533,113
1208263,529,113
1208792,521,115
1209313,537,112
1209850,525,114
1210375,525,114
1210900,528,114
1211428,531,113
1211959,530,113
1212489,544,110
1213033,539,111
1213572,553,108
1214125,552,109
1214677,539,111
1215216,550,109
1215766,546,110
1216312,547,110
1216859,550,109
1217409,544,110
1217953,541,111
1218494,551,109
1219045,542,111
1219587,541,111
1220128,545,110
1220673,556,108
1221229,572,105
1221801,574,105
1222375,582,103
1222957,588,102
1223545,583,103
1224128,576,104
1224704,592,101
1225296,600,100
1225896,594,101
1226490,590,102
1227080,602,100
1227682,588,102
1228270,589,102
1228859,585,103
1229444,584,103
1230028,579,104
1230607,576,104
1231183,576,104
1231759,591,102
1232350,610,98
1232960,611,98
1233571,612,98
1234183,610,98
1234793,628,96
1235421,631,95
1236052,626,96
1236678,633,95
1237311,646,93
1237957,641,94
1238598,639,94
1239237,618,97
1239855,613,98
1240468,603,100
1241071,598,100
1241669,580,103
1242249,570,105
1242819,576,104
1243395,570,105
1243965,549,109
1244514,557,108
1245071,547,110
1245618,541,111
1246159,546,110
1246705,537,112
1247242,530,113
1247772,528,114
1248300,528,114
1248828,514,117
1249342,521,115
1249863,517,116
1250380,506,119
1250886,510,118
1251396,511,117
1251907,498,120
1252405,503,119
1252908,502,120
1253410,504,119
1253914,499,120
1254413,499,120
1254912,499,120
1255411,492,122
1255903,492,122
1256395,493,122
1256888,497,121
1257385,493,122
1257878,489,123
1258367,490,122
1258857,492,122
1259349,483,124
1259832,491,122
1260323,483,124
1260806,488,123
1261294,483,124
1261777,484,124
1262261,481,125
1262742,479,125
1263221,476,126
1263697,479,125
1264176,477,126
1264653,484,124
1265137,473,127
1265610,473,127
1266083,478,126
1266561,474,127
1267035,471,127
1267506,472,127
1267978,474,127
1268452,472,127
1268924,469,128
1269393,468,128
1269861,468,128
1270329,470,128
1270799,472,127
1271271,470,128
1271741,470,128
1272211,469,128
1272680,470,128
1273150,473,127
1273623,476,126
1274099,475,126
1274574,472,127
1275046,477,126
1275523,477,126
1276000,474,127
1276474,477,126
1276951,479,125
1277430,477,126
1277907,476,126
1278383,475,126
1278858,480,125
1279338,480,125
1279818,482,124
1280300,479,125
1280779,488,123
1281267,488,123
1281755,483,124
1282238,488,123
1282726,484,124
1283210,491,122
1283701,485,124
1284186,485,124
1284671,487,123
1285158,490,122
1285648,488,123
1286136,490,122
1286626,490,122
1287116,495,121
1287611,485,124
1288096,494,121
1288590,500,120
1289090,487,123
1289577,490,122
1290067,488,123
1290555,500,120
1291055,492,122
1291547,485,124
1292032,485,124
1292517,480,125
1292997,485,124
1293482,485,124
1293967,480,125
1294447,480,125
1294927,482,124
1295409,483,124
1295892,477,126
1296369,482,124
1296851,483,124
1297334,487,123
1297821,489,123
1298310,488,123
1298798,486,123
1299284,491,122
1299775,497,121
1300272,489,123
1300761,494,121
1301255,494,121
1301749,493,122
1302242,497,121
1302739,494,121
1303233,996,60
1304229,496,121
1304725,497,121
1305222,494,121
1305716,506,119
1306222,502,120
1306724,510,118
1307234,500,120
1307734,517,116
1308251,528,114
1308779,524,115
1309303,522,115
1309825,538,112
1310363,521,115
1310884,521,115
1311405,521,115
1311926,521,115
1312447,520,115
1312967,524,115
1313491,535,112
1314026,541,111
1314567,554,108
1315121,546,110
1315667,553,108
1316220,569,105
1316789,550,109
1317339,570,105
1317909,567,106
1318476,543,110
